BuoyID,Year,Hour,Min,DOY,POS_DOY,Lat,Lon,BP,Ts
300234063984340,2017,18,00,47.750,47.750,70.20020,-148.44859,998.90,-1.03
300234063984340,2017,19,00,47.792,47.792,70.20060,-148.44920,999.10,-16.93
300234063984340,2017,20,00,47.833,47.833,70.93180,-146.84500,1016.30,-0.85
300234063984340,2017,21,00,47.875,47.875,72.50120,-142.82260,1016.20,2.90
300234063984340,2017,22,00,47.917,47.917,72.62760,-142.08479,985.50,-0.71
300234063984340,2017,23,00,47.958,47.958,71.09100,-146.31979,967.80,-1.39
300234063984340,2017,00,00,48.000,48.000,70.20460,-148.45160,1000.40,-2.66
300234063984340,2017,01,00,48.042,48.042,70.19980,-148.44580,1000.80,3.64
300234063984340,2017,02,00,48.083,48.083,70.20040,-148.44859,1001.50,-9.88
300234063984340,2017,03,00,48.125,48.125,70.20060,-148.44859,1001.80,-16.85
300234063984340,2017,04,00,48.167,48.167,70.20040,-148.44859,1002.20,-17.89
300234063984340,2017,05,00,48.208,48.208,70.20040,-148.44859,1002.80,-17.93
300234063984340,2017,06,00,48.250,48.250,70.20040,-148.44881,1003.20,-19.32
300234063984340,2017,07,00,48.292,48.292,70.20040,-148.44859,1003.60,-20.02
300234063984340,2017,08,00,48.333,48.333,70.20040,-148.44859,1004.30,-21.74
300234063984340,2017,09,00,48.375,48.375,70.20060,-148.44920,1004.90,-23.94
300234063984340,2017,10,00,48.417,48.417,70.20060,-148.44881,1005.60,-22.70
300234063984340,2017,11,00,48.458,48.458,70.20040,-148.44881,1006.00,-22.01
300234063984340,2017,12,00,48.500,48.500,70.20040,-148.44859,1006.60,-22.36
300234063984340,2017,13,00,48.542,48.542,70.20040,-148.44859,1007.00,-22.48
300234063984340,2017,14,00,48.583,48.583,70.20040,-148.44859,1007.50,-22.44
300234063984340,2017,15,00,48.625,48.625,70.19980,-148.44780,1007.80,-22.72
300234063984340,2017,16,00,48.667,48.667,70.20040,-148.44859,1008.10,-22.94
300234063984340,2017,17,00,48.708,48.708,70.20040,-148.44881,1008.50,-23.55
300234063984340,2017,18,00,48.750,48.750,70.20040,-148.44881,1009.10,-24.95
