listing_id,high,medium,low
7170325,0.4983846426264454,0.3230926618663324,0.1785226955072222
7092344,0.18636174331499394,0.4081256874677549,0.4055125692172513
7158677,0.25170969464468823,0.40949254261605655,0.33879776273925527
7211212,0.37217819196116225,0.36665684535239407,0.26116496268644357
7225292,0.39727607120507097,0.37590435256745675,0.22681957622747226
7226687,0.03846156804736004,0.1923078402368002,0.7692305917158399
7126989,0.03846156804736004,0.1923078402368002,0.7692305917158399
7114138,0.5504134570321714,0.299254437824368,0.15033210514346054
7131094,0.5014603770245679,0.3221508924228543,0.17638873055257773
7224815,0.03846156804736004,0.1923078402368002,0.7692305917158399
7107333,0.3994216786403461,0.3750469787880793,0.22553134257157453
7088993,0.33333333333333337,0.33333333333333337,0.33333333333333337
7216312,0.4983846426264454,0.3230926618663324,0.1785226955072222
7140668,0.4046458518664882,0.37348695438384444,0.22186719374966735
7141160,0.056505273817627405,0.10410347898808407,0.8393912471942886
7753784,0.33333333333333337,0.33333333333333337,0.33333333333333337
7140840,0.19761506145313845,0.40729725484733226,0.3950876836995292
7172046,0.09740901040839074,0.25783026646374047,0.6447607231278688
7168225,0.33333333333333337,0.33333333333333337,0.33333333333333337
7213185,0.4853524880510823,0.32977704855785467,0.18487046339106297
7206465,0.5262757055041507,0.31059826043749783,0.16312603405835138
7134612,0.03846156804736004,0.1923078402368002,0.7692305917158399
7156935,0.06385011774793224,0.12054956682350386,0.8156003154285639
7096161,0.2750633993679928,0.3921915485955287,0.3327450520364785
7131812,0.4126855818950397,0.3681807598031506,0.21913365830180967
7185840,0.0530451484453079,0.10203029438399375,0.8449245571706983
7114220,0.05468686555176488,0.10143213414077025,0.8438810003074647
7231209,0.33333333333333337,0.33333333333333337,0.33333333333333337
7229242,0.5105320936957572,0.32004514115458726,0.16942276514965549
7089887,0.273272296320569,0.39598219910000376,0.3307455045794273
7217009,0.14649263846722754,0.3756246587467851,0.4778827027859874
7167986,0.33333333333333337,0.33333333333333337,0.33333333333333337
7126940,0.05583054655359032,0.10198709938681365,0.8421823540595961
7159596,0.37401184685717936,0.3828052803903825,0.24318287275243805
7111210,0.5231053180965523,0.31166866972409546,0.16522601217935223
7152345,0.49164320485615987,0.32631644958152084,0.18204034556231924
7204899,0.37632253889422856,0.386017413435494,0.2376600476702775
7230245,0.5648815145323696,0.2827352545974689,0.15238323087016148
7211226,0.35662869666256436,0.37301049026867394,0.27036081306876164
7195563,0.18048905200029328,0.39502490099428855,0.42448604700541814
7181313,0.4983846426264454,0.3230926618663324,0.1785226955072222
7206858,0.16095574064897142,0.3823893361871493,0.4566549231638793
7126878,0.39727607120507097,0.37590435256745675,0.22681957622747226
7174518,0.3836387923882046,0.38577206620662036,0.23058914140517503
7209804,0.37865427960247305,0.37245618359641697,0.24888953680111
7119598,0.09652991180344235,0.27932183917103054,0.6241482490255271
7133917,0.21885212586887734,0.41173707150549366,0.36941080262562914
7174224,0.10958253097303935,0.3411620473774155,0.5492554216495452
7157060,0.06293265433995221,0.11598754879690289,0.821079796863145
7173006,0.5474485939691452,0.29815396032575464,0.1543974457051002
7216314,0.03846156804736004,0.1923078402368002,0.7692305917158399
7219476,0.19728713370500198,0.4155447575640298,0.3871681087309682
7139119,0.33333333333333337,0.33333333333333337,0.33333333333333337
7206653,0.09993763282059671,0.29707865022665714,0.6029837169527461
7091061,0.5283484240045949,0.3099917381895714,0.1616598378058337
7097027,0.3767037774219222,0.3709334875450816,0.2523627350329963
7106145,0.3836387923882046,0.38577206620662036,0.23058914140517503
7167352,0.33333333333333337,0.33333333333333337,0.33333333333333337
7168370,0.3836387923882046,0.38577206620662036,0.23058914140517503
7097907,0.5400300635925577,0.3057083851190861,0.15426155128835617
